"Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio",Dia,Alcance,Impressões,Moeda,"Valor usado (BRL)",Compras,"Valor de conversão da compra","Cliques no link","Adições ao carrinho",Contatos,"Finalizações de compra iniciadas",Leads,"Início dos relatórios","Encerramento dos relatórios"
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-28,3340,3653,BRL,18.72,,,77,,,,,2026-05-28,2026-05-28
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-28,183,193,BRL,1.02,,,,,,,,2026-05-28,2026-05-28
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-28,180,183,BRL,1.05,,,7,,,,,2026-05-28,2026-05-28
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-27,19712,20511,BRL,159.28,,,1428,,1,,1,2026-05-27,2026-05-27
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-27,138,139,BRL,1.17,,,11,,,,,2026-05-27,2026-05-27
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-27,3877,3910,BRL,19.44,,,154,,,,,2026-05-27,2026-05-27
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-27,967,978,BRL,8.99,2,,79,,,,,2026-05-27,2026-05-27
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-27,837,855,BRL,6.4,,,31,,,,,2026-05-27,2026-05-27
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-27,1,1,BRL,0.01,,,,,,,,2026-05-27,2026-05-27
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-27,21,21,BRL,0.16,,,2,,,,,2026-05-27,2026-05-27
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-27,3050,4134,BRL,24.25,,,115,,,,,2026-05-27,2026-05-27
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-27,2073,2785,BRL,16.99,1,,65,,,,,2026-05-27,2026-05-27
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-27,3197,4779,BRL,27.33,,,146,,,,,2026-05-27,2026-05-27
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-27,255,258,BRL,1.25,,,10,,,,,2026-05-27,2026-05-27
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-27,5,5,BRL,0.06,,,,,,,,2026-05-27,2026-05-27
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-27,1028,1028,BRL,5.13,,,34,,,,,2026-05-27,2026-05-27
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-27,163,165,BRL,0.77,,,2,,,,,2026-05-27,2026-05-27
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-27,265,276,BRL,1.71,,,13,,,,,2026-05-27,2026-05-27
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-26,16081,16082,BRL,113.34,4,,991,,399,,,2026-05-26,2026-05-26
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-26,5045,5249,BRL,31.61,2,,267,,72,,,2026-05-26,2026-05-26
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-26,354,354,BRL,1.89,,,16,,19,,,2026-05-26,2026-05-26
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-26,5375,5458,BRL,39.36,,,316,,326,,,2026-05-26,2026-05-26
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-05-26,1,1,BRL,0,,,,,,,,2026-05-26,2026-05-26
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-26,2503,2503,BRL,14.27,,,103,,104,,,2026-05-26,2026-05-26
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-26,5545,5875,BRL,30.46,,,168,,22,,,2026-05-26,2026-05-26
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-26,1725,1725,BRL,10.02,,,75,,23,,,2026-05-26,2026-05-26
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-26,943,1139,BRL,6.27,,,38,,3,,,2026-05-26,2026-05-26
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-26,645,739,BRL,4.32,,,15,,,,,2026-05-26,2026-05-26
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-26,1064,1292,BRL,6.92,,,31,,5,,,2026-05-26,2026-05-26
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-26,174,174,BRL,0.84,,,6,,5,,,2026-05-26,2026-05-26
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-26,6,6,BRL,0.04,,,,,,,,2026-05-26,2026-05-26
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-26,956,992,BRL,3.88,,,,,,,,2026-05-26,2026-05-26
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-26,42,43,BRL,0.28,,,2,,,,,2026-05-26,2026-05-26
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-25,19213,19264,BRL,127.96,2,,1193,,1091,,,2026-05-25,2026-05-25
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-25,4580,4580,BRL,29.98,,,269,,281,,1,2026-05-25,2026-05-25
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-25,199,199,BRL,1,,,5,,4,,,2026-05-25,2026-05-25
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-25,3651,3656,BRL,26.44,,,210,,191,,,2026-05-25,2026-05-25
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-25,8280,9056,BRL,50.16,,,354,,294,,,2026-05-25,2026-05-25
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-25,2600,2712,BRL,14.39,1,,121,,124,,,2026-05-25,2026-05-25
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-25,5478,5620,BRL,31.95,2,,237,,238,,1,2026-05-25,2026-05-25
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-25,63,63,BRL,0.31,,,,,,,,2026-05-25,2026-05-25
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-25,56,57,BRL,0.43,,,3,,2,,,2026-05-25,2026-05-25
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-25,62,70,BRL,0.43,,,2,,3,,,2026-05-25,2026-05-25
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-25,616,624,BRL,2.64,,,17,,20,,,2026-05-25,2026-05-25
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-25,156,156,BRL,0.54,,,,,,,,2026-05-25,2026-05-25
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-25,906,928,BRL,3.77,,,26,,25,,,2026-05-25,2026-05-25
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-24,28379,29644,BRL,178.39,2,,1727,,1552,,3,2026-05-24,2026-05-24
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-24,3909,4050,BRL,22.54,7,,245,,230,,,2026-05-24,2026-05-24
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-24,1147,1168,BRL,5.63,,,44,,45,,,2026-05-24,2026-05-24
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-24,5233,5506,BRL,35.53,1,,380,,368,,,2026-05-24,2026-05-24
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-24,5530,5698,BRL,31.98,2,,220,,170,,,2026-05-24,2026-05-24
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-24,1926,1926,BRL,9.97,,,74,,72,,,2026-05-24,2026-05-24
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-24,3565,3614,BRL,20.34,,,149,,135,,,2026-05-24,2026-05-24
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-24,2884,3374,BRL,17.33,,,83,,75,,,2026-05-24,2026-05-24
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-24,2112,2365,BRL,14.27,,,67,,64,,,2026-05-24,2026-05-24
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-24,3715,4378,BRL,21.16,,,102,,83,,,2026-05-24,2026-05-24
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-24,4585,4968,BRL,20.03,,,127,,110,,,2026-05-24,2026-05-24
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-24,497,507,BRL,1.97,,,10,,8,,,2026-05-24,2026-05-24
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-24,3242,3362,BRL,17.18,,,106,,98,,,2026-05-24,2026-05-24
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-23,25609,25948,BRL,163.26,3,,1561,,1339,,2,2026-05-23,2026-05-23
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-23,1110,1115,BRL,8.9,1,,64,,62,,,2026-05-23,2026-05-23
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-23,1634,1662,BRL,13.35,,,100,,107,,,2026-05-23,2026-05-23
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-23,2662,2664,BRL,16.32,1,,97,,71,,,2026-05-23,2026-05-23
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-23,4007,4197,BRL,30.1,,,148,,131,,1,2026-05-23,2026-05-23
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-23,4065,4210,BRL,32.22,3,,172,,154,,,2026-05-23,2026-05-23
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-23,3108,3781,BRL,20.58,,,86,,63,,,2026-05-23,2026-05-23
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-23,2068,2318,BRL,13.62,,,53,,51,,,2026-05-23,2026-05-23
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-23,2986,3414,BRL,16.84,,,56,,51,,,2026-05-23,2026-05-23
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-23,3002,3202,BRL,18.97,,,83,,76,,,2026-05-23,2026-05-23
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-23,4521,4628,BRL,19.68,,,91,,75,,,2026-05-23,2026-05-23
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-22,22041,22335,BRL,169.17,5,,1405,,1240,,1,2026-05-22,2026-05-22
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-22,2192,2192,BRL,15.76,3,,121,,117,,1,2026-05-22,2026-05-22
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-22,526,526,BRL,2.95,,,30,,21,,,2026-05-22,2026-05-22
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-22,4520,4633,BRL,36.59,,,279,,262,,,2026-05-22,2026-05-22
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-22,1617,1656,BRL,14.96,1,,69,,61,,,2026-05-22,2026-05-22
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-22,6661,8878,BRL,49.98,,,161,,134,,1,2026-05-22,2026-05-22
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-22,4420,5451,BRL,33.66,,,93,,78,,,2026-05-22,2026-05-22
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-22,2192,2447,BRL,12.3,,,45,,43,,,2026-05-22,2026-05-22
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-22,1952,1961,BRL,12.45,,,67,,57,,,2026-05-22,2026-05-22
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-22,134,137,BRL,0.8,,,3,,4,,,2026-05-22,2026-05-22
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-22,4749,4785,BRL,32.68,,,148,,132,,,2026-05-22,2026-05-22
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-21,15948,16268,BRL,125.39,7,,1041,,956,,4,2026-05-21,2026-05-21
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-21,7060,7149,BRL,46.01,7,,330,,312,,,2026-05-21,2026-05-21
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-21,756,756,BRL,4.22,,,53,,46,,,2026-05-21,2026-05-21
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-21,595,606,BRL,5.11,,,63,,55,,,2026-05-21,2026-05-21
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-05-21,5,6,BRL,0.01,,,,,,,,2026-05-21,2026-05-21
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-21,1,1,BRL,0.02,,,,,,,,2026-05-21,2026-05-21
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-21,439,463,BRL,3.57,,,16,,17,,,2026-05-21,2026-05-21
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-21,392,495,BRL,3.17,,,16,,10,,,2026-05-21,2026-05-21
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-21,288,305,BRL,2.13,,,7,,6,,,2026-05-21,2026-05-21
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-21,24,24,BRL,0.13,,,,,,,,2026-05-21,2026-05-21
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-21,971,1055,BRL,7.33,,,46,,39,,,2026-05-21,2026-05-21
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-20,18320,18515,BRL,116.66,4,,1276,,1155,,3,2026-05-20,2026-05-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-20,9347,9718,BRL,56.49,12,,603,,578,,3,2026-05-20,2026-05-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-20,4655,4840,BRL,24.58,,,298,,277,,,2026-05-20,2026-05-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-20,1811,1850,BRL,13.54,1,,161,,146,,,2026-05-20,2026-05-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-05-20,1,1,BRL,0,,,,,,,,2026-05-20,2026-05-20
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-20,1138,1143,BRL,7.12,,,57,,49,,,2026-05-20,2026-05-20
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-20,39,40,BRL,0.21,,,2,,1,,,2026-05-20,2026-05-20
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-20,5413,5523,BRL,37.85,3,,249,,208,,,2026-05-20,2026-05-20
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-20,26,29,BRL,0.13,,,,,,,,2026-05-20,2026-05-20
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-20,26,26,BRL,0.2,,,3,,3,,,2026-05-20,2026-05-20
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-20,6,6,BRL,0.04,,,,,,,,2026-05-20,2026-05-20
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-20,47,47,BRL,0.25,,,2,,2,,,2026-05-20,2026-05-20
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-20,344,364,BRL,3.11,,,20,,16,,,2026-05-20,2026-05-20
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-20,4753,5068,BRL,23.52,,,161,,158,,,2026-05-20,2026-05-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-19,178,178,BRL,1.19,,,12,,9,,,2026-05-19,2026-05-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-19,28691,29475,BRL,159.78,31,,1525,,1392,1,4,2026-05-19,2026-05-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-19,4135,4168,BRL,19.59,,,234,,199,,,2026-05-19,2026-05-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-19,1353,1381,BRL,10.38,1,,102,,93,,,2026-05-19,2026-05-19
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-19,588,588,BRL,3.9,1,,27,,24,,,2026-05-19,2026-05-19
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-19,13,13,BRL,0.12,,,,,,,,2026-05-19,2026-05-19
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-19,5271,5301,BRL,37.36,1,,292,,265,,1,2026-05-19,2026-05-19
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-19,48,64,BRL,0.39,,,3,,3,,,2026-05-19,2026-05-19
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-19,49,54,BRL,0.47,,,1,,1,,,2026-05-19,2026-05-19
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-19,10,10,BRL,0.06,,,,,,,,2026-05-19,2026-05-19
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-19,4,4,BRL,0.02,,,,,,,,2026-05-19,2026-05-19
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-19,1,1,BRL,0,,,1,,1,,,2026-05-19,2026-05-19
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-19,17,17,BRL,0.1,,,,,,,,2026-05-19,2026-05-19
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-19,101,102,BRL,0.4,,,5,,3,,,2026-05-19,2026-05-19
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-19,4817,4817,BRL,22.24,2,,129,,114,,1,2026-05-19,2026-05-19
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-19,757,807,BRL,3.36,,,26,,21,,,2026-05-19,2026-05-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-18,52,52,BRL,0.33,,,5,,8,,,2026-05-18,2026-05-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-18,26034,26088,BRL,135.73,24,,1499,,1392,,4,2026-05-18,2026-05-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-18,8000,8000,BRL,36.7,,,512,,445,,,2026-05-18,2026-05-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-18,2357,2357,BRL,15.66,2,,221,,197,,,2026-05-18,2026-05-18
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-18,37,38,BRL,0.25,,,3,,3,,,2026-05-18,2026-05-18
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-18,3007,3007,BRL,19.56,,,156,,132,,,2026-05-18,2026-05-18
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-18,7,7,BRL,0.05,,,,,,,,2026-05-18,2026-05-18
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-18,7,7,BRL,0.06,,,,,,,,2026-05-18,2026-05-18
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-18,3,3,BRL,0.01,,,,,,,,2026-05-18,2026-05-18
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-18,3346,3434,BRL,15.11,1,,106,,100,,,2026-05-18,2026-05-18
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-18,194,195,BRL,0.89,,,14,,10,,,2026-05-18,2026-05-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-17,704,704,BRL,4.08,,,60,,62,,,2026-05-17,2026-05-17
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-17,41298,41298,BRL,183.69,20,,2380,,2214,,4,2026-05-17,2026-05-17
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-17,3118,3118,BRL,13.19,1,,205,,182,,,2026-05-17,2026-05-17
